description,industry,level,size,line_code,value
To what extent do changes in exchange rates get passed through to customers: partially,Other wholesale trade,2,total,C2300.02,273
To what extent do changes in exchange rates get passed through to customers: partially,Retail trade,1,total,C2300.02,81
To what extent do changes in exchange rates get passed through to customers: partially,Accommodation & food services,1,total,C2300.02,87
To what extent do changes in exchange rates get passed through to customers: partially,"Transport, postal, & warehousing",1,total,C2300.02,84
To what extent do changes in exchange rates get passed through to customers: partially,Information media & telecommunications,1,total,C2300.02,27
To what extent do changes in exchange rates get passed through to customers: partially,Publishing,2,total,C2300.02,15
To what extent do changes in exchange rates get passed through to customers: partially,Motion picture,2,total,C2300.02,9
To what extent do changes in exchange rates get passed through to customers: partially,Telecommunications,2,total,C2300.02,3
To what extent do changes in exchange rates get passed through to customers: partially,Financial & insurance services,1,total,C2300.02,12
To what extent do changes in exchange rates get passed through to customers: partially,Finance,2,total,C2300.02,0
To what extent do changes in exchange rates get passed through to customers: partially,Insurance,2,total,C2300.02,0
To what extent do changes in exchange rates get passed through to customers: partially,Auxiliary,2,total,C2300.02,12
To what extent do changes in exchange rates get passed through to customers: partially,"Rental, hiring, & real estate services",1,total,C2300.02,3
To what extent do changes in exchange rates get passed through to customers: partially,"Professional, scientific, & technical services",1,total,C2300.02,192
To what extent do changes in exchange rates get passed through to customers: partially,Computer systems design,2,total,C2300.02,75
To what extent do changes in exchange rates get passed through to customers: partially,Other professional scientific,2,total,C2300.02,123
To what extent do changes in exchange rates get passed through to customers: partially,Administrative & support services,1,total,C2300.02,18
To what extent do changes in exchange rates get passed through to customers: partially,Education & training,1,total,C2300.02,18
To what extent do changes in exchange rates get passed through to customers: partially,Health care & social assistance,1,total,C2300.02,0
To what extent do changes in exchange rates get passed through to customers: partially,Arts & recreation services,1,total,C2300.02,0
To what extent do changes in exchange rates get passed through to customers: partially,Other services,1,total,C2300.02,54
To what extent do changes in exchange rates get passed through to customers: partially,total,0,total,C2300.02,1965
To what extent do changes in exchange rates get passed through to customers: not at all,total,0,6�19 employees,C2300.03,1320
To what extent do changes in exchange rates get passed through to customers: not at all,total,0,20�49 employees,C2300.03,552
To what extent do changes in exchange rates get passed through to customers: not at all,total,0,50�99 employees,C2300.03,210
To what extent do changes in exchange rates get passed through to customers: not at all,total,0,100+ employees,C2300.03,204
To what extent do changes in exchange rates get passed through to customers: not at all,"Agriculture, forestry, & fishing",1,total,C2300.03,330
To what extent do changes in exchange rates get passed through to customers: not at all,Agriculture,2,total,C2300.03,282
To what extent do changes in exchange rates get passed through to customers: not at all,Commercial fishing,2,total,C2300.03,9
To what extent do changes in exchange rates get passed through to customers: not at all,Forestry & logging,2,total,C2300.03,18
To what extent do changes in exchange rates get passed through to customers: not at all,"Agriculture, forestry, & fishing support services",2,total,C2300.03,21
To what extent do changes in exchange rates get passed through to customers: not at all,Mining,1,total,C2300.03,12
To what extent do changes in exchange rates get passed through to customers: not at all,Manufacturing,1,total,C2300.03,585
To what extent do changes in exchange rates get passed through to customers: not at all,"Food, beverage, & tobacco",2,total,C2300.03,201
To what extent do changes in exchange rates get passed through to customers: not at all,"Textile, clothing, footwear, & leather",2,total,C2300.03,36
To what extent do changes in exchange rates get passed through to customers: not at all,Wood & paper product,2,total,C2300.03,45
To what extent do changes in exchange rates get passed through to customers: not at all,"Printing, publishing, & recorded media",2,total,C2300.03,9
To what extent do changes in exchange rates get passed through to customers: not at all,"Petroleum, coal, chemical, & associated product",2,total,C2300.03,87
To what extent do changes in exchange rates get passed through to customers: not at all,Non-metallic mineral product,2,total,C2300.03,3
To what extent do changes in exchange rates get passed through to customers: not at all,Metal product,2,total,C2300.03,60
To what extent do changes in exchange rates get passed through to customers: not at all,Transport and industrial machinery & equipment,2,total,C2300.03,48
To what extent do changes in exchange rates get passed through to customers: not at all,Other machinery & equipment,2,total,C2300.03,60
To what extent do changes in exchange rates get passed through to customers: not at all,Other manufacturing,2,total,C2300.03,33
To what extent do changes in exchange rates get passed through to customers: not at all,"Electricity, gas, water, & waste services",1,total,C2300.03,3
To what extent do changes in exchange rates get passed through to customers: not at all,Construction,1,total,C2300.03,12
To what extent do changes in exchange rates get passed through to customers: not at all,Wholesale trade,1,total,C2300.03,405
To what extent do changes in exchange rates get passed through to customers: not at all,Machinery & equipment wholesaling,2,total,C2300.03,111
To what extent do changes in exchange rates get passed through to customers: not at all,Other wholesale trade,2,total,C2300.03,294
To what extent do changes in exchange rates get passed through to customers: not at all,Retail trade,1,total,C2300.03,84
To what extent do changes in exchange rates get passed through to customers: not at all,Accommodation & food services,1,total,C2300.03,60
To what extent do changes in exchange rates get passed through to customers: not at all,"Transport, postal, & warehousing",1,total,C2300.03,27
To what extent do changes in exchange rates get passed through to customers: not at all,Information media & telecommunications,1,total,C2300.03,54
To what extent do changes in exchange rates get passed through to customers: not at all,Publishing,2,total,C2300.03,27
To what extent do changes in exchange rates get passed through to customers: not at all,Motion picture,2,total,C2300.03,6
To what extent do changes in exchange rates get passed through to customers: not at all,Telecommunications,2,total,C2300.03,18
To what extent do changes in exchange rates get passed through to customers: not at all,Financial & insurance services,1,total,C2300.03,21
To what extent do changes in exchange rates get passed through to customers: not at all,Finance,2,total,C2300.03,3
To what extent do changes in exchange rates get passed through to customers: not at all,Insurance,2,total,C2300.03,0
To what extent do changes in exchange rates get passed through to customers: not at all,Auxiliary,2,total,C2300.03,21
To what extent do changes in exchange rates get passed through to customers: not at all,"Rental, hiring, & real estate services",1,total,C2300.03,15
To what extent do changes in exchange rates get passed through to customers: not at all,"Professional, scientific, & technical services",1,total,C2300.03,501
To what extent do changes in exchange rates get passed through to customers: not at all,Computer systems design,2,total,C2300.03,276
To what extent do changes in exchange rates get passed through to customers: not at all,Other professional scientific,2,total,C2300.03,228
To what extent do changes in exchange rates get passed through to customers: not at all,Administrative & support services,1,total,C2300.03,57
To what extent do changes in exchange rates get passed through to customers: not at all,Education & training,1,total,C2300.03,36
To what extent do changes in exchange rates get passed through to customers: not at all,Health care & social assistance,1,total,C2300.03,48
To what extent do changes in exchange rates get passed through to customers: not at all,Arts & recreation services,1,total,C2300.03,9
To what extent do changes in exchange rates get passed through to customers: not at all,Other services,1,total,C2300.03,24
To what extent do changes in exchange rates get passed through to customers: not at all,total,0,total,C2300.03,2286
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",total,0,6�19 employees,C2400.01,32445
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",total,0,20�49 employees,C2400.01,7698
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",total,0,50�99 employees,C2400.01,2289
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",total,0,100+ employees,C2400.01,1785
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Agriculture, forestry, & fishing",1,total,C2400.01,3345
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Agriculture,2,total,C2400.01,2190
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Commercial fishing,2,total,C2400.01,42
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Forestry & logging,2,total,C2400.01,216
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Agriculture, forestry, & fishing support services",2,total,C2400.01,897
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Mining,1,total,C2400.01,102
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Manufacturing,1,total,C2400.01,5148
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Food, beverage, & tobacco",2,total,C2400.01,1191
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Textile, clothing, footwear, & leather",2,total,C2400.01,255
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Wood & paper product,2,total,C2400.01,507
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Printing, publishing, & recorded media",2,total,C2400.01,159
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Petroleum, coal, chemical, & associated product",2,total,C2400.01,414
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Non-metallic mineral product,2,total,C2400.01,198
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Metal product,2,total,C2400.01,912
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Transport and industrial machinery & equipment,2,total,C2400.01,906
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Other machinery & equipment,2,total,C2400.01,228
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Other manufacturing,2,total,C2400.01,375
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Electricity, gas, water, & waste services",1,total,C2400.01,192
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Construction,1,total,C2400.01,6804
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Wholesale trade,1,total,C2400.01,2862
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Machinery & equipment wholesaling,2,total,C2400.01,870
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Other wholesale trade,2,total,C2400.01,1989
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Retail trade,1,total,C2400.01,4659
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Accommodation & food services,1,total,C2400.01,6384
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Transport, postal, & warehousing",1,total,C2400.01,1533
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Information media & telecommunications,1,total,C2400.01,360
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Publishing,2,total,C2400.01,147
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Motion picture,2,total,C2400.01,111
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Telecommunications,2,total,C2400.01,102
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Financial & insurance services,1,total,C2400.01,564
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Finance,2,total,C2400.01,168
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Insurance,2,total,C2400.01,33
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Auxiliary,2,total,C2400.01,366
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Rental, hiring, & real estate services",1,total,C2400.01,918
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage","Professional, scientific, & technical services",1,total,C2400.01,4548
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Computer systems design,2,total,C2400.01,876
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Other professional scientific,2,total,C2400.01,3675
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Administrative & support services,1,total,C2400.01,1542
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Education & training,1,total,C2400.01,987
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Health care & social assistance,1,total,C2400.01,2535
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Arts & recreation services,1,total,C2400.01,441
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",Other services,1,total,C2400.01,1287
"Over the last 2 financial years, the majority of employees have had an increase in their base salary or hourly wage",total,0,total,C2400.01,44220
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",total,0,6�19 employees,C2400.02,1377
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",total,0,20�49 employees,C2400.02,156
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",total,0,50�99 employees,C2400.02,42
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",total,0,100+ employees,C2400.02,24
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Agriculture, forestry, & fishing",1,total,C2400.02,111
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Agriculture,2,total,C2400.02,27
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Commercial fishing,2,total,C2400.02,3
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Forestry & logging,2,total,C2400.02,27
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Agriculture, forestry, & fishing support services",2,total,C2400.02,57
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Mining,1,total,C2400.02,9
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Manufacturing,1,total,C2400.02,138
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Food, beverage, & tobacco",2,total,C2400.02,27
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Textile, clothing, footwear, & leather",2,total,C2400.02,0
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Wood & paper product,2,total,C2400.02,3
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Printing, publishing, & recorded media",2,total,C2400.02,27
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Petroleum, coal, chemical, & associated product",2,total,C2400.02,12
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Non-metallic mineral product,2,total,C2400.02,3
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Metal product,2,total,C2400.02,30
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Transport and industrial machinery & equipment,2,total,C2400.02,21
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Other machinery & equipment,2,total,C2400.02,3
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Other manufacturing,2,total,C2400.02,9
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Electricity, gas, water, & waste services",1,total,C2400.02,6
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Construction,1,total,C2400.02,102
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Wholesale trade,1,total,C2400.02,135
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Machinery & equipment wholesaling,2,total,C2400.02,15
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Other wholesale trade,2,total,C2400.02,120
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Retail trade,1,total,C2400.02,264
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Accommodation & food services,1,total,C2400.02,120
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Transport, postal, & warehousing",1,total,C2400.02,48
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Information media & telecommunications,1,total,C2400.02,30
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Publishing,2,total,C2400.02,9
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Motion picture,2,total,C2400.02,12
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Telecommunications,2,total,C2400.02,6
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Financial & insurance services,1,total,C2400.02,39
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Finance,2,total,C2400.02,9
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Insurance,2,total,C2400.02,0
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Auxiliary,2,total,C2400.02,30
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Rental, hiring, & real estate services",1,total,C2400.02,48
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage","Professional, scientific, & technical services",1,total,C2400.02,138
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Computer systems design,2,total,C2400.02,33
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Other professional scientific,2,total,C2400.02,105
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Administrative & support services,1,total,C2400.02,84
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Education & training,1,total,C2400.02,60
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Health care & social assistance,1,total,C2400.02,189
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Arts & recreation services,1,total,C2400.02,39
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",Other services,1,total,C2400.02,30
"Over the last 2 financial years, the majority of employees have had no change to their base salary or hourly wage",total,0,total,C2400.02,1599
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",total,0,6�19 employees,C2400.03,138
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",total,0,20�49 employees,C2400.03,6
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",total,0,50�99 employees,C2400.03,3
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",total,0,100+ employees,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Agriculture, forestry, & fishing",1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Agriculture,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Commercial fishing,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Forestry & logging,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Agriculture, forestry, & fishing support services",2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Mining,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Manufacturing,1,total,C2400.03,12
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Food, beverage, & tobacco",2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Textile, clothing, footwear, & leather",2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Wood & paper product,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Printing, publishing, & recorded media",2,total,C2400.03,9
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Petroleum, coal, chemical, & associated product",2,total,C2400.03,3
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Non-metallic mineral product,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Metal product,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Transport and industrial machinery & equipment,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Other machinery & equipment,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Other manufacturing,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Electricity, gas, water, & waste services",1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Construction,1,total,C2400.03,39
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Wholesale trade,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Machinery & equipment wholesaling,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Other wholesale trade,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Retail trade,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Accommodation & food services,1,total,C2400.03,63
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Transport, postal, & warehousing",1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Information media & telecommunications,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Publishing,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Motion picture,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Telecommunications,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Financial & insurance services,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Finance,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Insurance,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Auxiliary,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Rental, hiring, & real estate services",1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage","Professional, scientific, & technical services",1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Computer systems design,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Other professional scientific,2,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Administrative & support services,1,total,C2400.03,27
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Education & training,1,total,C2400.03,3
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Health care & social assistance,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Arts & recreation services,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",Other services,1,total,C2400.03,0
"Over the last 2 financial years, the majority of employees have had a decrease in their base salary or hourly wage",total,0,total,C2400.03,147
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",total,0,6�19 employees,C2400.04,1482
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",total,0,20�49 employees,C2400.04,429
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",total,0,50�99 employees,C2400.04,108
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",total,0,100+ employees,C2400.04,108
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Agriculture, forestry, & fishing",1,total,C2400.04,291
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Agriculture,2,total,C2400.04,228
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Commercial fishing,2,total,C2400.04,3
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Forestry & logging,2,total,C2400.04,30
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Agriculture, forestry, & fishing support services",2,total,C2400.04,33
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Mining,1,total,C2400.04,6
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Manufacturing,1,total,C2400.04,177
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Food, beverage, & tobacco",2,total,C2400.04,21
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Textile, clothing, footwear, & leather",2,total,C2400.04,12
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Wood & paper product,2,total,C2400.04,21
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Printing, publishing, & recorded media",2,total,C2400.04,15
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Petroleum, coal, chemical, & associated product",2,total,C2400.04,21
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Non-metallic mineral product,2,total,C2400.04,6
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Metal product,2,total,C2400.04,60
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Transport and industrial machinery & equipment,2,total,C2400.04,9
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Other machinery & equipment,2,total,C2400.04,6
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Other manufacturing,2,total,C2400.04,3
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Electricity, gas, water, & waste services",1,total,C2400.04,6
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Construction,1,total,C2400.04,243
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Wholesale trade,1,total,C2400.04,201
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Machinery & equipment wholesaling,2,total,C2400.04,69
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Other wholesale trade,2,total,C2400.04,132
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Retail trade,1,total,C2400.04,72
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Accommodation & food services,1,total,C2400.04,168
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Transport, postal, & warehousing",1,total,C2400.04,84
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Information media & telecommunications,1,total,C2400.04,39
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Publishing,2,total,C2400.04,9
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Motion picture,2,total,C2400.04,12
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Telecommunications,2,total,C2400.04,15
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Financial & insurance services,1,total,C2400.04,42
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Finance,2,total,C2400.04,12
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Insurance,2,total,C2400.04,3
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Auxiliary,2,total,C2400.04,27
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Rental, hiring, & real estate services",1,total,C2400.04,45
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels","Professional, scientific, & technical services",1,total,C2400.04,330
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Computer systems design,2,total,C2400.04,42
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Other professional scientific,2,total,C2400.04,291
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Administrative & support services,1,total,C2400.04,96
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Education & training,1,total,C2400.04,84
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Health care & social assistance,1,total,C2400.04,105
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Arts & recreation services,1,total,C2400.04,60
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",Other services,1,total,C2400.04,75
"Over the last 2 financial years, the majority of employees have had a mix of changes to their salary or wage levels",total,0,total,C2400.04,2127
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",total,0,6�19 employees,C2501.01,27219
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",total,0,20�49 employees,C2501.01,6291
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",total,0,50�99 employees,C2501.01,1728
"Over the last 2 financial years, in setting wages and salaries, importance of agreements with unions: not important",total,0,100+ employees,C2501.01,1059
